date,ret
2019-01-01,0.0026919307398756294
2019-01-02,0.01743870161058984
2019-01-03,-0.010867779627157372
2019-01-04,0.006212431854915105
2019-01-07,-0.034969827079354504
2019-01-08,0.0025335795058986387
2019-01-09,-0.005769428655858036
2019-01-10,0.0030352871347472275
2019-01-11,-0.0002937439835658366
2019-01-14,0.0220309241453533
2019-01-15,0.009360978577863369
2019-01-16,0.009429155676140949
2019-01-17,0.006379156903733931
2019-01-18,-0.004459465644727367
2019-01-21,-0.002299182636588458
2019-01-22,-0.005057475979476212
2019-01-23,0.0009340494351170274
2019-01-24,0.00873719454146186
2019-01-25,0.028825941074831107
2019-01-28,0.0012000126511595946
2019-01-29,-0.006217262656001542
2019-01-30,-0.004902112181431184
2019-01-31,-0.00046116310541024
2019-02-01,-0.0049932360528942964
2019-02-04,0.006630313979608643
2019-02-05,0.002650572571890933
2019-02-06,-0.0024121173725476183
2019-02-07,-0.005052969501766468
2019-02-08,0.007182423215938913
2019-02-11,0.009601021944606788
2019-02-12,-0.010527685427289494
2019-02-13,-0.006344605741502382
2019-02-14,-0.014345373448437608
2019-02-15,0.025821980153407635
2019-02-18,0.0017348415660427973
2019-02-19,-0.05487210724395576
2019-02-20,0.0006430774251782801
2019-02-21,-0.005170300360363499
2019-02-22,-0.0018441614860565084
2019-02-25,-0.013534846465885137
2019-02-26,-0.0014944388901228785
2019-02-27,0.002745633150517614
2019-02-28,0.005117126922979766
2019-03-01,-0.018943124058201692
2019-03-04,-0.01037421594632065
2019-03-05,-0.013603614853717284
2019-03-06,0.015839872300129825
2019-03-07,0.010220030260001376
2019-03-08,0.0029566919200948514
2019-03-11,-0.02143580504077633
2019-03-12,0.004450064481446205
2019-03-13,-0.0003342874856650165
2019-03-14,0.02652818807421547
2019-03-15,0.009523537911196657
2019-03-18,-0.0001634069676429746
2019-03-19,0.007622631442639152
2019-03-20,-0.002552410384666586
2019-03-21,-0.004386557281421956
2019-03-22,0.003003904332829284
2019-03-25,-0.016911032265670565
2019-03-26,-0.0006682171180673883
2019-03-27,-0.000736926245489818
2019-03-28,0.01162416658563508
2019-03-29,-0.011406852422170752
2019-04-01,0.01740741173372807
2019-04-02,0.003954227922704682
2019-04-03,-0.004528741091961051
2019-04-04,-0.029368303485303515
2019-04-05,0.004622983874018148
2019-04-08,0.002515308657177578
2019-04-09,-0.019999671186866536
2019-04-10,-0.008464791021200829
2019-04-11,-0.005452931463949915
2019-04-12,0.00020522570080274978
2019-04-15,-0.00013113328820405477
2019-04-16,-0.01038572073557551
2019-04-17,0.005066820577830681
2019-04-18,0.019609675176379047
2019-04-19,0.02424848473905865
2019-04-22,-0.00547669279779778
2019-04-23,0.0024806538501295564
2019-04-24,0.007316054635959498
2019-04-25,-0.0023847276341823582
2019-04-26,0.0035645315461123126
2019-04-29,0.007665212568503431
2019-04-30,-0.00810116121848188
2019-05-01,0.013873107945669929
2019-05-02,0.0032104137460643558
2019-05-03,-0.00988028572639079
2019-05-06,0.006719117212835704
2019-05-07,-0.004277525383498555
2019-05-08,-0.00834067525130146
2019-05-09,-1.5877180994476863e-06
2019-05-10,-0.018175404175341643
2019-05-13,0.031485765388557845
2019-05-14,0.01227726417563284
2019-05-15,0.024132480456667774
2019-05-16,-0.005251580253183398
2019-05-17,-8.279088751670651e-05
2019-05-20,-0.0004217338319146912
2019-05-21,0.0030072071811846693
2019-05-22,0.0001566377622352152
2019-05-23,0.0007962518963027408
2019-05-24,0.0037140597352543045
2019-05-27,-0.0006928217390387131
2019-05-28,0.018558929852684175
2019-05-29,-0.01143036844068145
2019-05-30,-0.0041761972947135595
2019-05-31,0.008043888496540386
2019-06-03,0.010023825398091688
2019-06-04,0.006164859331331248
2019-06-05,0.007123377270511864
2019-06-06,0.009528073212915194
2019-06-07,0.004277851959483553
2019-06-10,-0.0034511151536911807
2019-06-11,0.026537298599998985
2019-06-12,-0.0021488992965531238
2019-06-13,0.006119804850740982
2019-06-14,0.005691499845665024
2019-06-17,0.0058289858144714496
2019-06-18,0.003497106392834288
2019-06-19,0.01214987216167219
2019-06-20,0.012372854029952904
2019-06-21,-0.04176020145492487
2019-06-24,5.511359948308912e-05
2019-06-25,-0.0019368965187483915
2019-06-26,0.007207012788696025
2019-06-27,0.010676829938238179
2019-06-28,0.005558325334543692
2019-07-01,0.008213120313351198
2019-07-02,0.01605504922312889
2019-07-03,-0.0028218788754883284
2019-07-04,-0.009518067222019378
2019-07-05,-0.002664599218590398
2019-07-08,0.00016389325925461677
2019-07-09,-0.0012834850001163024
2019-07-10,-0.016341775027653223
2019-07-11,0.008432257837952876
2019-07-12,0.012007936391969773
2019-07-15,0.00893615887467227
2019-07-16,-0.0041039166406531226
2019-07-17,0.0033036558722190365
2019-07-18,-0.017762904218292127
2019-07-19,-0.02534392654000558
2019-07-22,0.0055284171940904415
2019-07-23,-0.0016193614672727137
2019-07-24,-0.013209565241821535
2019-07-25,-0.0032473903337231743
2019-07-26,0.009529544041844102
2019-07-29,0.008567438889140522
2019-07-30,-0.00890895627317412
2019-07-31,0.0076748931454154404
2019-08-01,0.0011819496845146599
2019-08-02,0.003855157785430393
2019-08-05,-0.011479112479225628
2019-08-06,-0.00508090296065237
2019-08-07,0.012148786909612968
2019-08-08,-0.054298946527997695
2019-08-09,-0.002460824868454764
2019-08-12,0.0016160617808623256
2019-08-13,-0.0003786261216660641
2019-08-14,-0.005242176922316066
2019-08-15,-0.0019108383681223978
2019-08-16,0.005464485577724778
2019-08-19,0.003349392214262231
2019-08-20,0.0020270125466689284
2019-08-21,-0.005887530631261848
2019-08-22,-0.0008301538957379153
2019-08-23,0.010436730421188485
2019-08-26,-0.017234088462337406
2019-08-27,-0.0034234460913747447
2019-08-28,-0.000567852529491235
2019-08-29,0.018581938470996928
2019-08-30,-0.01727938304770852
2019-09-02,0.005926701221782878
2019-09-03,-0.0083910384320901
2019-09-04,0.003044883969773402
2019-09-05,0.012168463050315999
2019-09-06,0.001848260290934022
2019-09-09,0.0005102333206028666
2019-09-10,-0.014914887204032303
